country,company,sector,revenue,risk,year
Germany,Mercedes-Benz,Industries,68.14,0.31146476324647665,2015
Germany,Mercedes-Benz,Industries,68.14,0.35306396416854113,2014
Germany,Mercedes-Benz,Industries,68.14,0.2858040641876869,2022
Germany,Mercedes-Benz,Industries,68.14,0.4160073505481705,2018
Germany,Mercedes-Benz,Industries,68.14,0.3144253377104178,2016
Germany,Mercedes-Benz,Industries,68.14,0.5070619417820126,2021
Germany,Mercedes-Benz,Industries,68.14,0.4177146144211292,2023
Germany,Mercedes-Benz,Industries,68.14,0.4492979773785919,2020
Germany,Mercedes-Benz,Industries,68.14,0.4606513206381351,2017
Germany,Mercedes-Benz,Industries,68.14,0.34473976236768067,2019
Germany,BMW,Industries,55.03,0.41880952089559287,2015
Germany,BMW,Industries,55.03,0.68118462478742,2014
Germany,BMW,Industries,55.03,0.644265113864094,2022
Germany,BMW,Industries,55.03,0.4356598910235334,2018
Germany,BMW,Industries,55.03,0.5034876719582826,2016
Germany,BMW,Industries,55.03,0.5035056071355939,2021
Germany,BMW,Industries,55.03,0.49323902651667595,2023
Germany,BMW,Industries,55.03,0.5705032475525513,2020
Germany,BMW,Industries,55.03,0.5873952261172235,2017
Germany,BMW,Industries,55.03,0.5118016330525279,2019
Germany,Siemens,Industries,135.42,0.4041269061854109,2015
Germany,Siemens,Industries,135.42,0.5849415005650371,2014
Germany,Siemens,Industries,135.42,0.5386004394385964,2022
Germany,Siemens,Industries,135.42,0.57638531900011,2018
Germany,Siemens,Industries,135.42,0.6064579384401441,2016
Germany,Siemens,Industries,135.42,0.6733762684743851,2021
Germany,Siemens,Industries,135.42,0.5246910664718598,2023
Germany,Siemens,Industries,135.42,0.42975561146158725,2020
Germany,Siemens,Industries,135.42,0.557208571350202,2017
Germany,Siemens,Industries,135.42,0.5240518790669739,2019
Germany,Infineon,Industries,41.66,0.2732206477667205,2015
Germany,Infineon,Industries,41.66,0.37782345397863537,2014
Germany,Infineon,Industries,41.66,0.3747208345448598,2022
Germany,Infineon,Industries,41.66,0.38360152998939157,2018
Germany,Infineon,Industries,41.66,0.40012465394102037,2016
Germany,Infineon,Industries,41.66,0.49000709073152393,2021
Germany,Infineon,Industries,41.66,0.3848089905222878,2023
Germany,Infineon,Industries,41.66,0.20725071971537545,2020
Germany,Infineon,Industries,41.66,0.4456994612701237,2017
Germany,Infineon,Industries,41.66,0.2712726127356291,2019
Germany,SAP,Information Technology,240.94,0.5289365567732602,2015
Germany,SAP,Information Technology,240.94,0.5210089357569814,2014
Germany,SAP,Information Technology,240.94,0.5984389963559806,2022
Germany,SAP,Information Technology,240.94,0.5591433506924659,2018
Germany,SAP,Information Technology,240.94,0.4847519211471081,2016
Germany,SAP,Information Technology,240.94,0.7519438141025603,2021
Germany,SAP,Information Technology,240.94,0.5255638752132654,2023
Germany,SAP,Information Technology,240.94,0.6126869800500572,2020
Germany,SAP,Information Technology,240.94,0.519038672442548,2017
Germany,SAP,Information Technology,240.94,0.6765086338855326,2019
Germany,Volkswagen,Industries,55.93,0.5797196947969496,2021
Germany,ON,Energy,38.46,0.5367530884686857,2015
Germany,ON,Energy,38.46,0.6077695111744106,2014
Germany,ON,Energy,38.46,0.6379364109016024,2022
Germany,ON,Energy,38.46,0.4645406157942489,2018
Germany,ON,Energy,38.46,0.609880983363837,2016
Germany,ON,Energy,38.46,0.4414916876703501,2021
Germany,ON,Energy,38.46,0.5690848049707711,2023
Germany,ON,Energy,38.46,0.6519332993775606,2020
Germany,ON,Energy,38.46,0.7388636958785355,2017
Germany,ON,Energy,38.46,0.5069428322603926,2019
Germany,Siemens,Industries,135.42,0.5606685387901962,2015
Germany,Siemens,Industries,135.42,0.40718033723533154,2014
Germany,Siemens,Industries,135.42,0.5701594557613134,2022
Germany,Siemens,Industries,135.42,0.6579183287685737,2018
Germany,Siemens,Industries,135.42,0.3407568670809269,2016
Germany,Siemens,Industries,135.42,0.6759132232982665,2021
Germany,Siemens,Industries,135.42,0.5978385705966502,2023
Germany,Siemens,Industries,135.42,0.5727792764082551,2020
Germany,Siemens,Industries,135.42,0.5237802898045629,2017
Germany,Siemens,Industries,135.42,0.5976176306139678,2019
Germany,Beiersdorf,Consumer Staples,32.13,0.38194159872364253,2015
Germany,Beiersdorf,Consumer Staples,32.13,0.38510176772251725,2014
Germany,Beiersdorf,Consumer Staples,32.13,0.3785265270853415,2022
Germany,Beiersdorf,Consumer Staples,32.13,0.4218178619630635,2018
Germany,Beiersdorf,Consumer Staples,32.13,0.3436747472733259,2016
Germany,Beiersdorf,Consumer Staples,32.13,0.44422692887019366,2021
Germany,Beiersdorf,Consumer Staples,32.13,0.31338236341252923,2023
Germany,Beiersdorf,Consumer Staples,32.13,0.42368943279143423,2020
Germany,Beiersdorf,Consumer Staples,32.13,0.31558165239403024,2017
Germany,Beiersdorf,Consumer Staples,32.13,0.40428759006317705,2019
Germany,Mercedes-Benz,Industries,68.14,0.3731540141161531,2015
Germany,Mercedes-Benz,Industries,68.14,0.3587914202362299,2014
Germany,Mercedes-Benz,Industries,68.14,0.4281434437725693,2022
Germany,Mercedes-Benz,Industries,68.14,0.3019864858360961,2018
Germany,Mercedes-Benz,Industries,68.14,0.4521007165312767,2016
Germany,Mercedes-Benz,Industries,68.14,0.5070619417820126,2021
Germany,Mercedes-Benz,Industries,68.14,0.3873718515969813,2023
Germany,Mercedes-Benz,Industries,68.14,0.43631039350293577,2020
Germany,Mercedes-Benz,Industries,68.14,0.41425383393652737,2017
Germany,Mercedes-Benz,Industries,68.14,0.5108593616168946,2019
Germany,BASF,Industries,42.93,0.4931990990880877,2015
Germany,BASF,Industries,42.93,0.6082104276865721,2014
Germany,BASF,Industries,42.93,0.5482877241447568,2022
Germany,BASF,Industries,42.93,0.6570015092147514,2018
Germany,BASF,Industries,42.93,0.45299320516642183,2016
Germany,BASF,Industries,42.93,0.5277381213381886,2021
Germany,BASF,Industries,42.93,0.6133978920988739,2023
Germany,BASF,Industries,42.93,0.5499563703779131,2020
Germany,BASF,Industries,42.93,0.5855499217286706,2017
Germany,BASF,Industries,42.93,0.6581513981800526,2019
Germany,Munich RE,Financial Service,63.39,0.6656992298085243,2015
Germany,Munich RE,Financial Service,63.39,0.4583002282306552,2014
Germany,Munich RE,Financial Service,63.39,0.4979729813057929,2022
Germany,Munich RE,Financial Service,63.39,0.5396525303367525,2018
Germany,Munich RE,Financial Service,63.39,0.685427596559748,2016
Germany,Munich RE,Financial Service,63.39,0.7062943014316261,2021
Germany,Munich RE,Financial Service,63.39,0.6236311048269272,2023
Germany,Munich RE,Financial Service,63.39,0.5237652363721281,2020
Germany,Munich RE,Financial Service,63.39,0.6498310342431068,2017
Germany,Munich RE,Financial Service,63.39,0.5923415983561426,2019
Germany,Allianz,Financial Service,106.68,0.7602428735699505,2015
Germany,Allianz,Financial Service,106.68,0.7788098780438304,2014
Germany,Allianz,Financial Service,106.68,0.6354514876729809,2018
Germany,Allianz,Financial Service,106.68,0.7942583076655865,2016
Germany,Allianz,Financial Service,106.68,0.7989910556934774,2021
Germany,Allianz,Financial Service,106.68,0.5800982305081561,2023
Germany,Allianz,Financial Service,106.68,0.6442787346895784,2020
Germany,Allianz,Financial Service,106.68,0.7053092042915523,2017
Germany,Allianz,Financial Service,106.68,0.6786265808623284,2019
Germany,Henkel,Consumer Staples,35.64,0.3732757274992764,2015
Germany,Henkel,Consumer Staples,35.64,0.4897934265900403,2014
Germany,Henkel,Consumer Staples,35.64,0.4975204833317548,2018
Germany,Henkel,Consumer Staples,35.64,0.6395664245355874,2016
Germany,Henkel,Consumer Staples,35.64,0.3840740758460015,2021
Germany,Henkel,Consumer Staples,35.64,0.3641127391019836,2023
Germany,Henkel,Consumer Staples,35.64,0.27182709728367627,2020
Germany,Henkel,Consumer Staples,35.64,0.29463942639995366,2017
Germany,Henkel,Consumer Staples,35.64,0.39902827807236463,2019
Germany,DHL Group,Industries,49.82,0.5278853939380497,2015
Germany,DHL Group,Industries,49.82,0.38520720473024994,2014
Germany,DHL Group,Industries,49.82,0.4165475523332134,2022
Germany,DHL Group,Industries,49.82,0.4842667488846928,2018
Germany,DHL Group,Industries,49.82,0.6223201020620763,2016
Germany,DHL Group,Industries,49.82,0.7795585170388222,2021
Germany,DHL Group,Industries,49.82,0.6106694440823048,2023
Germany,DHL Group,Industries,49.82,0.5961540995631367,2020
Germany,DHL Group,Industries,49.82,0.4894586610607803,2017
Germany,DHL Group,Industries,49.82,0.5943156427238137,2019
Germany,Siemens Healthineers,Health Care,58.91,0.6285454398021102,2014
Germany,Siemens Healthineers,Health Care,58.91,0.5611802975763567,2022
Germany,Siemens Healthineers,Health Care,58.91,0.5766539087053388,2018
Germany,Siemens Healthineers,Health Care,58.91,0.7027242186013609,2016
Germany,Siemens Healthineers,Health Care,58.91,0.6635633038822562,2021
Germany,Siemens Healthineers,Health Care,58.91,0.5523439233656973,2023
Germany,Siemens Healthineers,Health Care,58.91,0.7595544680953026,2020
Germany,Siemens Healthineers,Health Care,58.91,0.9603753034025431,2017
Germany,Siemens Healthineers,Health Care,58.91,0.9621079806238413,2019
Germany,Adidas,Consumer Discretionary,244.57,0.8387291640974581,2015
Germany,Adidas,Consumer Discretionary,244.57,0.470156931784004,2014
Germany,Adidas,Consumer Discretionary,244.57,0.5184198123170063,2022
Germany,Adidas,Consumer Discretionary,244.57,0.6688263738760725,2018
Germany,Adidas,Consumer Discretionary,244.57,0.6688263738760725,2016
Germany,Adidas,Consumer Discretionary,244.57,0.38073322060517967,2021
Germany,Adidas,Consumer Discretionary,244.57,0.7078791419044137,2023
Germany,Adidas,Consumer Discretionary,244.57,0.5333448557648808,2020
Germany,Adidas,Consumer Discretionary,244.57,0.556062106275931,2017
Germany,Adidas,Consumer Discretionary,244.57,0.4359157462604344,2019
Germany,Deutsche Börse,Financial Service,41.91,0.545879062556196,2015
Germany,Deutsche Börse,Financial Service,41.91,0.6096238812897354,2018
Germany,Deutsche Börse,Financial Service,41.91,0.6532987833488733,2016
Germany,Deutsche Börse,Financial Service,41.91,0.8649685797281563,2021
Germany,Deutsche Börse,Financial Service,41.91,0.43072477768873796,2023
Germany,Deutsche Börse,Financial Service,41.91,0.5148495758185163,2020
Germany,Deutsche Börse,Financial Service,41.91,0.5606081706937402,2017
Germany,Deutsche Börse,Financial Service,41.91,0.5621583752799779,2019
Germany,Volkswagen,Industries,55.93,0.5751102126669139,2021
Germany,Porsche,Industries,67.4,0.49414432467892766,2015
Germany,Porsche,Industries,67.4,0.6482634462881833,2014
Germany,Porsche,Industries,67.4,0.6301243649795651,2022
Germany,Porsche,Industries,67.4,0.5896739480085671,2018
Germany,Porsche,Industries,67.4,0.5364318508654833,2016
Germany,Porsche,Industries,67.4,0.6524318503215909,2021
Germany,Porsche,Industries,67.4,0.4925200038123876,2023
Germany,Porsche,Industries,67.4,0.4767583948560059,2020
Germany,Porsche,Industries,67.4,0.6725522871129215,2017
Germany,Porsche,Industries,67.4,0.6607020683586597,2019
Germany,Merck,Health Care,78.9,0.43608887714799494,2015
Germany,Merck,Health Care,78.9,0.3706938433460891,2014
Germany,Merck,Health Care,78.9,0.39583239203784615,2018
Germany,Merck,Health Care,78.9,0.3509479413041845,2016
Germany,Merck,Health Care,78.9,0.4766099969856441,2021
Germany,Merck,Health Care,78.9,0.39557195466477424,2023
Germany,Merck,Health Care,78.9,0.3554784859297797,2020
Germany,Merck,Health Care,78.9,0.491045705974102,2017
Germany,Merck,Health Care,78.9,0.44372789678163826,2019
Germany,Porsche,Industries,67.4,0.4691243905108422,2015
Germany,Porsche,Industries,67.4,0.6287151826545596,2014
Germany,Porsche,Industries,67.4,0.5912841313984245,2022
Germany,Porsche,Industries,67.4,0.5129732645582408,2018
Germany,Porsche,Industries,67.4,0.5558491763658822,2016
Germany,Porsche,Industries,67.4,0.6127615976147354,2021
Germany,Porsche,Industries,67.4,0.42401636741124094,2023
Germany,Porsche,Industries,67.4,0.5146242463961244,2020
Germany,Porsche,Industries,67.4,0.5423517376184464,2017
Germany,Porsche,Industries,67.4,0.5457174605689943,2019
Germany,Hannover Rück,Financial Service,33.67,0.7105188071727753,2015
Germany,Hannover Rück,Financial Service,33.67,0.7753282589837909,2014
Germany,Hannover Rück,Financial Service,33.67,0.7834809767082334,2022
Germany,Hannover Rück,Financial Service,33.67,0.6991687705740333,2018
Germany,Hannover Rück,Financial Service,33.67,0.7940490548498929,2016
Germany,Hannover Rück,Financial Service,33.67,0.8228314253501594,2021
Germany,Hannover Rück,Financial Service,33.67,0.7697530928999186,2023
Germany,Hannover Rück,Financial Service,33.67,0.7326733875088394,2020
Germany,Hannover Rück,Financial Service,33.67,0.7399930208921432,2017
Germany,Hannover Rück,Financial Service,33.67,0.7487203720957041,2019
Germany,Deutsche Telekom,Communication Services,130.56,0.5487003766465932,2015
Germany,Deutsche Telekom,Communication Services,130.56,0.5121346190571785,2016
Germany,Deutsche Telekom,Communication Services,130.56,0.4188255751505494,2021
Germany,Deutsche Telekom,Communication Services,130.56,0.43531597789842635,2023
Germany,Deutsche Telekom,Communication Services,130.56,0.5789139110129327,2020
Germany,Deutsche Telekom,Communication Services,130.56,0.43738999916240573,2017
Germany,Deutsche Telekom,Communication Services,130.56,0.762281128205359,2019
India,Maruti Suzuki India,Industries,45.66,0.6574861784465611,2021
India,HDFC Bank,Financial Service,152.34,0.5435311702312902,2015
India,HDFC Bank,Financial Service,152.34,0.47664560470730066,2014
India,HDFC Bank,Financial Service,152.34,0.4064966259757057,2022
India,HDFC Bank,Financial Service,152.34,0.3892102474346757,2018
India,HDFC Bank,Financial Service,152.34,0.41684169229120016,2016
India,HDFC Bank,Financial Service,152.34,0.6052982534747571,2021
India,HDFC Bank,Financial Service,152.34,0.35046871309168637,2023
India,HDFC Bank,Financial Service,152.34,0.44272516667842865,2020
India,HDFC Bank,Financial Service,152.34,0.5271996337687597,2017
India,HDFC Bank,Financial Service,152.34,0.3539575489703566,2019
India,Reliance Industries,Energy,244.77,0.5401284280233085,2016
India,Reliance Industries,Energy,244.77,0.5173383959336206,2021
India,Hindustan Unilever,Consumer Staples,76.16,0.444607040961273,2015
India,Hindustan Unilever,Consumer Staples,76.16,0.28877475729677826,2018
India,Hindustan Unilever,Consumer Staples,76.16,0.39432330313138664,2016
India,Hindustan Unilever,Consumer Staples,76.16,0.3057333317119628,2021
India,Hindustan Unilever,Consumer Staples,76.16,0.3325050373096019,2023
India,Hindustan Unilever,Consumer Staples,76.16,0.3468516927678138,2017
India,ITC,Consumer Staples,73.68,0.3935840942431241,2015
India,ITC,Consumer Staples,73.68,0.44374854408670217,2014
India,ITC,Consumer Staples,73.68,0.43936326855327934,2022
India,ITC,Consumer Staples,73.68,0.42290343856438994,2018
India,ITC,Consumer Staples,73.68,0.4687527171918191,2016
India,ITC,Consumer Staples,73.68,0.43771684414241463,2021
India,ITC,Consumer Staples,73.68,0.6028827339177951,2023
India,ITC,Consumer Staples,73.68,0.4441075186477974,2020
India,ITC,Consumer Staples,73.68,0.518976703286171,2017
India,ITC,Consumer Staples,73.68,0.554427410941571,2019
India,NTPC Limited,Energy,45.66,0.6262685086112469,2015
India,NTPC Limited,Energy,45.66,0.7156114247627556,2014
India,NTPC Limited,Energy,45.66,0.7019949068780988,2018
India,NTPC Limited,Energy,45.66,0.769590544514358,2016
India,NTPC Limited,Energy,45.66,0.7486336142756045,2021
India,NTPC Limited,Energy,45.66,0.769026868743822,2023
India,NTPC Limited,Energy,45.66,0.7204084654804319,2020
India,NTPC Limited,Energy,45.66,0.7448830320499837,2017
India,NTPC Limited,Energy,45.66,0.6588174069765955,2019
India,Larsen & Toubro,Industries,58.58,0.5196097127627581,2015
India,Larsen & Toubro,Industries,58.58,0.4362850175239146,2018
India,Larsen & Toubro,Industries,58.58,0.7136062108911574,2016
India,Larsen & Toubro,Industries,58.58,0.6335158029105514,2021
India,Larsen & Toubro,Industries,58.58,0.46328666899353266,2023
India,Larsen & Toubro,Industries,58.58,0.43025069730356336,2017
India,ICICI Bank,Financial Service,99.33,0.6698406948707998,2015
India,ICICI Bank,Financial Service,99.33,0.5622661414090544,2014
India,ICICI Bank,Financial Service,99.33,0.5475902454927564,2022
India,ICICI Bank,Financial Service,99.33,0.5168203698704019,2018
India,ICICI Bank,Financial Service,99.33,0.5906057438114658,2016
India,ICICI Bank,Financial Service,99.33,0.6620447817258537,2021
India,ICICI Bank,Financial Service,99.33,0.6516114049591124,2023
India,ICICI Bank,Financial Service,99.33,0.7342973134946078,2020
India,ICICI Bank,Financial Service,99.33,0.612827671226114,2017
India,ICICI Bank,Financial Service,99.33,0.5616514291614294,2019
India,State Bank of India,Financial Service,91.89,0.636179634835571,2021
India,State Bank of India,Financial Service,91.89,0.649017978226766,2020
India,State Bank of India,Financial Service,91.89,0.8161711436696351,2019
India,Sun Pharmaceutical,Health Care,52.18,0.6768052000552416,2015
India,Sun Pharmaceutical,Health Care,52.18,0.5605854347813874,2014
India,Sun Pharmaceutical,Health Care,52.18,0.5389672640012577,2022
India,Sun Pharmaceutical,Health Care,52.18,0.5985361165367067,2018
India,Sun Pharmaceutical,Health Care,52.18,0.7679585595615208,2016
India,Sun Pharmaceutical,Health Care,52.18,0.8213684186339378,2021
India,Sun Pharmaceutical,Health Care,52.18,0.5697477605426684,2023
India,Sun Pharmaceutical,Health Care,52.18,0.5898305205628276,2020
India,Sun Pharmaceutical,Health Care,52.18,0.6200491916388273,2017
India,Sun Pharmaceutical,Health Care,52.18,0.752768091391772,2019
India,Infosys,Information Technology,90.16,0.4573682340560481,2015
India,Infosys,Information Technology,90.16,0.5860739027848467,2018
India,Infosys,Information Technology,90.16,0.5643412091303617,2016
India,Infosys,Information Technology,90.16,0.7398451694753021,2021
India,Infosys,Information Technology,90.16,0.4236449809977785,2023
India,Infosys,Information Technology,90.16,0.41637860890477896,2017
India,Infosys,Information Technology,90.16,0.700415286468342,2019
India,Kotak Mahindra Bank,Financial Service,41.8,0.7467857128940523,2015
India,Kotak Mahindra Bank,Financial Service,41.8,0.7836847570724785,2018
India,Kotak Mahindra Bank,Financial Service,41.8,0.5235023114364594,2016
India,Kotak Mahindra Bank,Financial Service,41.8,0.5761121523100883,2021
India,Kotak Mahindra Bank,Financial Service,41.8,0.7182387966313399,2023
India,Kotak Mahindra Bank,Financial Service,41.8,0.7077114565763623,2020
India,Kotak Mahindra Bank,Financial Service,41.8,0.6630205058027059,2017
India,Kotak Mahindra Bank,Financial Service,41.8,0.7146791445557028,2019
India,Bajaj Finance,Financial Service,53.94,0.5860910163028166,2015
India,Bajaj Finance,Financial Service,53.94,0.4397747372277081,2014
India,Bajaj Finance,Financial Service,53.94,0.43722834705840796,2022
India,Bajaj Finance,Financial Service,53.94,0.9044162910431623,2018
India,Bajaj Finance,Financial Service,53.94,0.8991464665159583,2016
India,Bajaj Finance,Financial Service,53.94,0.6141567111480981,2021
India,Bajaj Finance,Financial Service,53.94,0.4842127012088895,2023
India,Bajaj Finance,Financial Service,53.94,0.5912417881190777,2020
India,Bajaj Finance,Financial Service,53.94,0.3972753304988146,2017
India,Bajaj Finance,Financial Service,53.94,0.5812366313766688,2019
India,Oil&Natural Gas,Energy,46.31,0.739215345820412,2016
India,Oil&Natural Gas,Energy,46.31,0.7425441842060536,2021
India,Tata Consultancy Services,Information Technology,189.9,0.44371309340931475,2015
India,Tata Consultancy Services,Information Technology,189.9,0.628949681064114,2018
India,Tata Consultancy Services,Information Technology,189.9,0.46391512162517756,2016
India,Tata Consultancy Services,Information Technology,189.9,0.6313013981562108,2021
India,Tata Consultancy Services,Information Technology,189.9,0.67369559337385,2023
India,Tata Consultancy Services,Information Technology,189.9,0.46808864013291895,2020
India,Tata Consultancy Services,Information Technology,189.9,0.435233409400098,2017
India,Tata Consultancy Services,Information Technology,189.9,0.5140603652689606,2019
India,Bharti Airtel,Communication Services,107.39,0.4787265055347234,2015
India,Bharti Airtel,Communication Services,107.39,0.6304378057830036,2014
India,Bharti Airtel,Communication Services,107.39,0.5079591628164053,2018
India,Bharti Airtel,Communication Services,107.39,0.6326508092461154,2016
India,Bharti Airtel,Communication Services,107.39,0.3762119944440201,2021
India,Bharti Airtel,Communication Services,107.39,0.4591552346246317,2023
India,Bharti Airtel,Communication Services,107.39,0.35236207488924265,2020
India,Bharti Airtel,Communication Services,107.39,0.5195213080151007,2017
India,Bharti Airtel,Communication Services,107.39,0.3344498120713979,2019
India,Axis Bank,Financial Service,42.72,0.3810893699992448,2015
India,Axis Bank,Financial Service,42.72,0.5973929108586162,2014
India,Axis Bank,Financial Service,42.72,0.42315302696079016,2022
India,Axis Bank,Financial Service,42.72,0.5211998265003785,2018
India,Axis Bank,Financial Service,42.72,0.4862843425362371,2016
